Feature ID,Feature Name,Area / Module,Source File(s),Route / Screen / Command / Entry Point,User Type,User Story,Expected Behaviour,Actual Behaviour,Status,Test Type,Test Steps,Test Result,Error / Bug Found,Severity,Fix Required,Fix Implemented,Files Changed,Commit Hash,Retest Steps,Retest Result,Final Status,Product Decision Needed,Notes,Original Prompt
F-011,Subscriber form validation and bot protection,Subscription UI/API,web/app.js; api/internal/subscriber/http.go; api/internal/subscriber/challenge.go,POST /api/v1/subscribers,Subscriber,"As a subscriber, I want a clear and secure signup form, so that I can request my result without accidental or automated abuse.","Valid email, explicit consent, complete answers, hidden honeypot, Turnstile token, bounded JSON, CORS, and actionable errors are enforced.","PASS — production rejects missing Turnstile tokens; temporary QA service passed Cloudflare official test token, input validation, CORS, and Resend handoff.",Fixed,Automated + browser,Run API tests; submit malformed/no-consent/no-challenge requests; inspect browser validation and Turnstile.,FAIL — Production signup was unavailable; initial secret versions included trailing line endings that produced an invalid Resend Authorization header.,Production signup was unavailable; initial secret versions included trailing line endings that produced an invalid Resend Authorization header.,High,"Deploy the protected API, trim secret-bearing configuration, and prove challenge enforcement.","Deployed the Go API, provisioned secrets, trimmed secret values, corrected gcloud env parsing, and verified Cloudflare challenge enforcement.",api/cmd/server/main.go; api/cmd/server/main_test.go; deploy/deploy-api.sh,41658abc55cbfe16536285d46e994b636160a5f5,Repeat the documented test after any tracker-backed fix.,"PASS — production rejects missing Turnstile tokens; temporary QA service passed Cloudflare official test token, input validation, CORS, and Resend handoff.",Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-012,Double opt-in confirmation,Subscriber API,api/internal/subscriber/service.go; api/internal/subscriber/token.go; api/internal/subscriber/mailer.go,GET /api/v1/subscribers/verify,Subscriber,"As a subscriber, I want to confirm ownership of my email, so that updates are sent only with my permission.",Signup stores pending status and sends a 48-hour signed confirmation link; confirmation activates the record and redirects to /confirmed.,"PASS — production-safe GET now presents an explicit confirmation form without state change; POST activates and redirects. QA remained pending after scanner wait and GET, then became active only after POST.",Fixed,Automated + integration + production,Run service tests; production-submit valid form; follow confirmation link; verify redirect and active record.,FAIL — Initial confirmation used state-changing GET; an email scanner followed the link and activated a QA record without a deliberate user action.,Initial confirmation used state-changing GET; an email scanner followed the link and activated a QA record without a deliberate user action.,Critical,Make GET side-effect free and require explicit POST confirmation.,Changed confirmation from state-changing GET to scanner-safe GET form plus explicit POST; added regression coverage.,api/internal/subscriber/http.go; api/internal/subscriber/http_test.go; api/internal/subscriber/service.go,41658abc55cbfe16536285d46e994b636160a5f5,Repeat the documented test after any tracker-backed fix.,"PASS — production-safe GET now presents an explicit confirmation form without state change; POST activates and redirects. QA remained pending after scanner wait and GET, then became active only after POST.",Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-013,Reflection delivery and unsubscribe,Subscriber API,api/internal/subscriber/service.go; api/internal/subscriber/mailer.go; api/internal/subscriber/http.go,Confirmation email; reflection email; unsubscribe link,Confirmed subscriber,"As a confirmed subscriber, I want my reflection and a working unsubscribe link, so that I receive the promised value and retain control.",Confirmation sends the dominant/supporting result; every reflection includes a signed unsubscribe link that suppresses future updates.,PASS — QA confirmation and reflection were accepted by Resend; GET unsubscribe preserved active state and POST changed it to unsubscribed.,Fixed,Automated + integration + production,"After confirmation, verify reflection email content and activate unsubscribe link; verify suppression state.",FAIL — Initial unsubscribe used state-changing GET and was vulnerable to link scanners; provider Reply-To was absent and newline-contaminated API key failed delivery.,Initial unsubscribe used state-changing GET and was vulnerable to link scanners; provider Reply-To was absent and newline-contaminated API key failed delivery.,Critical,"Require explicit POST unsubscribe, trim provider credentials, configure Reply-To, and verify delivery.","Added monitored Reply-To, fixed newline-contaminated provider secrets, made unsubscribe GET scanner-safe and POST state-changing, and added tests.",api/cmd/server/main.go; api/internal/subscriber/mailer.go; api/internal/subscriber/mailer_test.go; api/internal/subscriber/http.go; api/internal/subscriber/http_test.go,41658abc55cbfe16536285d46e994b636160a5f5,Repeat the documented test after any tracker-backed fix.,PASS — QA confirmation and reflection were accepted by Resend; GET unsubscribe preserved active state and POST changed it to unsubscribed.,Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-014,Privacy notice and contact,Trust,web/privacy.html; web/index.html,/privacy; footer Contact,Privacy-conscious visitor,"As a visitor, I want to know what is stored and how to request deletion, so that I can make an informed choice.","Privacy notice accurately states stored fields, individual-answer exclusion, providers, retention, and offers a working monitored contact address.",PASS — privacy claims match stored schema; monitored Google Workspace contact is published and configured as Reply-To.,Fixed,Automated + browser,Open /privacy and footer contact; verify claims against storage and confirm address is deliverable/monitored.,FAIL — The published privacy address privacy@mirrorloopai.com was not a monitored mailbox.,The published privacy address privacy@mirrorloopai.com was not a monitored mailbox.,High,Publish the monitored Google Workspace address and use it as Reply-To.,Replaced the nonexistent privacy mailbox with the monitored Google Workspace address.,web/index.html; web/privacy.html; api/internal/subscriber/mailer.go,41658abc55cbfe16536285d46e994b636160a5f5,Repeat the documented test after any tracker-backed fix.,PASS — privacy claims match stored schema; monitored Google Workspace contact is published and configured as Reply-To. Persona-pass regression on 2026-08-26: PASS; see qa_evidence/persona-audit/persona-retest-after.txt.,Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-015,Confirmation landing page,Subscription UI,web/confirmed.html,/confirmed,New subscriber,"As a newly confirmed subscriber, I want clear confirmation, so that I know the process succeeded and what happens next.","Page confirms success, states the reflection is coming, and offers a route home.","PASS — /confirmed returns 200 with success message, expected next step, home link, and noindex.",Verified,Automated + browser,"Open /confirmed; inspect copy, navigation, mobile layout, and noindex.","PASS — /confirmed returns 200 with success message, expected next step, home link, and noindex.",,None,No,No change required.,,,Repeat the documented test after any tracker-backed fix.,"PASS — /confirmed returns 200 with success message, expected next step, home link, and noindex.",Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-016,Responsive and accessible use,Cross-cutting UX,web/index.html; web/styles.css; web/app.js,All public screens,Mobile and assistive-technology user,"As a mobile or assistive-technology user, I want readable, keyboard-operable pages, so that I can complete the experience independently.","No horizontal overflow at common mobile sizes; semantic headings, focus movement, labels, progress semantics, contrast, and keyboard interactions work.","PASS — 390px production browser has zero horizontal overflow; final Lighthouse scores are 100 for accessibility, best practices, SEO, and agentic browsing.",Fixed,Automated + browser,Keyboard-test quiz; inspect 390px and desktop layouts; run browser accessibility audit and overflow check.,FAIL — Production Lighthouse found 1.71:1 contrast for the subscriber form note on the light card.,Production Lighthouse found 1.71:1 contrast for the subscriber form note on the light card.,Medium,Set an email-card-specific foreground color meeting WCAG AA.,Corrected low-contrast form-note text on the light email card.,web/styles.css,41658abc55cbfe16536285d46e994b636160a5f5,Repeat the documented test after any tracker-backed fix.,"PASS — 390px production browser has zero horizontal overflow; final Lighthouse scores are 100 for accessibility, best practices, SEO, and agentic browsing. Persona-pass regression on 2026-08-26: PASS; see qa_evidence/persona-audit/persona-retest-after.txt.",Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-017,Failure and recovery states,Reliability,web/app.js; api/internal/subscriber/http.go,Quiz load; subscribe; invalid links,Visitor or subscriber,"As a user encountering a failure, I want a clear message and a retry path, so that I am not stranded.","Quiz-load, invalid form, failed API, expired confirmation, and invalid unsubscribe states provide safe human-readable feedback without exposing internals.",PASS — invalid confirmation returns safe 400; form/API messages are bounded; Turnstile expiration/failure callbacks now provide recovery instructions.,Fixed,Automated + browser,Simulate quiz fetch failure and API errors; open invalid verify/unsubscribe links; inspect recovery copy.,"FAIL — Turnstile expiration/failure had no page-level recovery message, and the original /healthz path was intercepted upstream.","Turnstile expiration/failure had no page-level recovery message, and the original /healthz path was intercepted upstream.",Medium,Add callbacks with recovery copy and expose health under the /api/v1 rewrite.,Added human-readable Turnstile expired/error recovery messages and a routed API health endpoint.,web/app.js; api/internal/subscriber/http.go,41658abc55cbfe16536285d46e994b636160a5f5,Repeat the documented test after any tracker-backed fix.,PASS — invalid confirmation returns safe 400; form/API messages are bounded; Turnstile expiration/failure callbacks now provide recovery instructions. Persona-pass regression on 2026-08-26: PASS; see qa_evidence/persona-audit/persona-retest-after.txt.,Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-018,Private corpus and security boundary,Security,scripts/validate-site.mjs; firebase.json; deploy/firestore.rules; api/internal/subscriber/http.go,Public site and API,Public visitor,"As a visitor, I want the public experience to protect private source material and my data, so that reflection content and signup data remain appropriately bounded.",No private Rosicrucian/Geneva corpus paths or full texts are exposed; Firestore denies client access; secure headers and service-side secrets are used.,"PASS — validation found no private corpus identifiers; Firestore client access is denied; production sends CSP, HSTS, referrer, permissions, and nosniff headers.",Verified,Automated + browser,"Run site validation; inspect public assets, headers, Firestore rules, and deployed responses for leakage.","PASS — validation found no private corpus identifiers; Firestore client access is denied; production sends CSP, HSTS, referrer, permissions, and nosniff headers.",,None,No,No change required.,,,Repeat the documented test after any tracker-backed fix.,"PASS — validation found no private corpus identifiers; Firestore client access is denied; production sends CSP, HSTS, referrer, permissions, and nosniff headers.",Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-019,Production availability and cost guardrails,Operations,firebase.json; deploy/bootstrap-gcp.sh; deploy/deploy-api.sh; deploy/firestore.indexes.json,mirrorloopai.com; GCP project mirrorloopai-com,Site operator,"As the site operator, I want the quiz and subscriber API live with bounded cloud spend, so that the lead magnet works without uncontrolled cost.","Custom domain serves the site; API rewrite reaches Cloud Run; minimum instances are zero, maximum instances are capped, billing budget alerts exist, and health checks pass.","PASS — mirrorloopai.com, privacy, confirmed, and API health routes are live; www redirects; billing is linked; $10 budget alerts exist; Cloud Run is Ready with min 0/max 1 and temporary QA service removed.",Fixed,Automated + integration + production,"Verify billing link, budget, enabled APIs, Cloud Run caps/health, Firebase rewrite, TLS, and custom domain.","FAIL — The static site was live, but billing, budget alerts, Firestore, secrets, Cloud Run, and the production API rewrite were not active.","The static site was live, but billing, budget alerts, Firestore, secrets, Cloud Run, and the production API rewrite were not active.",High,Provision and deploy the bounded production stack.,"Linked billing, created a $10 monthly budget with 25/50/80/100% alerts, provisioned Firestore/TTL/secrets/service account, capped Cloud Run at one instance, deployed the Firebase rewrite, and declared the live TTL override for repeatable full deploys.",deploy/bootstrap-gcp.sh; deploy/deploy-api.sh; deploy/firestore.indexes.json; firebase.json; web/config.js,41658abc55cbfe16536285d46e994b636160a5f5,Repeat the documented test after any tracker-backed fix.,"PASS — mirrorloopai.com, privacy, confirmed, and API health routes are live; www redirects; billing is linked; $10 budget alerts exist; Cloud Run is Ready with min 0/max 1; temporary QA service is removed; full hosting+firestore deploy succeeds without force.",Verified,No,Evidence: qa_evidence/commands/; qa_evidence/logs/production-browser-qa.txt; qa_evidence/logs/firebase-full-deploy-final.txt; feature-specific production and test records retained without secrets.,Finish the MIRROR//LOOP website; make the quiz immediately understandable; deploy the subscriber magnet on GCP using the authorized $150 credit.
F-020,Privacy-preserving conversion analytics,Analytics and operations,web/app.js; web/privacy.html; api/internal/analytics; api/internal/subscriber/http.go; api/internal/subscriber/service.go; api/cmd/analytics-report,Quiz start; quiz result; confirmed subscription; operator analytics report,Site operator and privacy-conscious visitor,"As the site operator, I want aggregate counts of quiz starts, quiz completions, and confirmed subscriptions, so that I can improve conversion without profiling individual visitors.","The app records only allowlisted aggregate funnel counters by UTC day and total; quiz events carry no email, answers, IP, cookie, fingerprint, or persistent visitor ID; confirmation is recorded server-side only; duplicate browser events are bounded per tab session; private counters deny direct client access; an authenticated operator command reports counts and conversion rates.",PASS — production records only daily and total allowlisted counters; browser payloads contain only the event name; confirmation counting is server-side; direct Firestore reads are denied; the authenticated report returns counts and rates.,Fixed,Automated + integration + production,Verify no analytics network event before interaction; begin and complete the quiz; confirm only allowlisted event payloads; exercise invalid event and oversized/unknown-field rejection; prove aggregate-only Firestore shape and denied anonymous reads; confirm a subscription records server-side; run the authenticated operator report; inspect privacy copy; regression-test the quiz and subscriber flow.,FAIL — discovery confirmed no conversion analytics implementation existed before this tracker-backed pass.,"No aggregate conversion measurement exists, so start-to-completion and completion-to-confirmation rates cannot be observed.",Medium,Yes,"Added an aggregate-only Firestore recorder, allowlisted first-party event endpoint, per-tab duplicate suppression, server-side confirmation counting, authenticated operator report, privacy disclosure, and production deployment.",web/app.js; web/lib/analytics.js; web/tests/analytics.test.mjs; web/privacy.html; api/internal/analytics; api/internal/subscriber/http.go; api/internal/subscriber/service.go; api/cmd/analytics-report; Makefile; docs/MirrorLoopAI_Subscriber_Magnet_Architecture_2026_08_25.html; CHANGELOG.md,41ccce140e13759d970ffd4d7b7dc3f5ada9372c,Repeat all F-020 test steps and affected F-004 through F-018 regressions after implementation and deployment.,"PASS — Go, race, vet, module, web, and site-validation gates passed; production accepted only allowlisted origin/event payloads, denied sensitive fields and anonymous Firestore reads, stored aggregate-only document fields, suppressed duplicate tab events, and retained 100 Lighthouse category scores. Persona-pass regression on 2026-08-26: PASS; see qa_evidence/persona-audit/persona-retest-after.txt.",Verified,No,Evidence: qa_evidence/commands/analytics-local-final-gates.txt; qa_evidence/commands/analytics-production-api.txt; qa_evidence/commands/analytics-production-firestore-corrected.txt; qa_evidence/commands/analytics-production-reset.txt; qa_evidence/logs/analytics-production-browser.txt; qa_evidence/logs/lighthouse-production-mobile-analytics-final.json. Production QA counters were reset to zero after verification.,"Add privacy-preserving conversion analytics for quiz starts, completions, and confirmed subscriptions."
F-021,Unfamiliar first-time visitor orientation,Persona journey,web/index.html; web/styles.css,Landing page through quiz entry,First-time visitor unfamiliar with MIRROR//LOOP,"As a first-time visitor unfamiliar with MIRROR//LOOP, I want to understand what I will receive before I start, so that I can decide whether the reflection is worth two minutes.","Within the initial viewport and before quiz entry, the visitor can identify the experience, time commitment, output, privacy boundary, and immediate start action without understanding the 144-card system.","At 390x844, Card 012 is placed before the product explanation and consumes more than the first viewport; the value proposition and CTA begin below it.",Fixed,Persona walkthrough + automated + browser,"Review production at desktop and mobile widths; state what the product is after a five-second scan; identify duration, required data, result, and start action; follow the card-image interaction.",FAIL — a first-time mobile visitor sees an unexplained full-screen card before learning what the product is.,The mobile hero prioritizes decoration over orientation and action.,Medium,Yes,"Moved the mobile hero copy and CTA before the card, reduced the mobile card footprint, and clarified that Card 012 is a visual preview rather than the quiz result.",web/index.html; web/styles.css,7f06937bcbdb9d91c2c243920f8d68a06784f064,Repeat the persona walkthrough and all affected existing feature stories after any tracker-backed fix.,"PASS — the first mobile viewport now communicates duration, purpose, CTA, and boundaries before the card.",Verified,No,Evidence: qa_evidence/screenshots/persona-mobile-landing-before.png; qa_evidence/screenshots/persona-mobile-landing-after-production.png,Audit the MIRROR//LOOP website from several different user personas and improve it.
F-022,Skeptical visitor trust and claim boundaries,Persona journey,web/index.html; web/privacy.html; web/data/quiz.json,"Landing, quiz, result, privacy notice",Skeptical evidence-conscious visitor,"As a skeptical visitor, I want clear limits on what the quiz can and cannot tell me, so that I can engage without being misled by mystical or diagnostic claims.","Copy consistently presents the quiz as a reflective prompt rather than a diagnosis, prediction, personality test, or scientific measurement; unfamiliar symbols do not imply unsupported authority.","Boundaries are clear, but several question section labels use unexplained technical or esoteric terms that imply more authority than the simple reflective scoring warrants.",Fixed,Persona walkthrough + automated + browser,"Inspect hero, instructions, all question labels, result, subscription offer, and privacy notice for predictive, diagnostic, scientific, or coercive framing; verify boundary copy is visible before and after the quiz.","FAIL — labels including Future-Pull Mechanics, Decision Physics, Shadow Contracts, and Pattern Collapse reduce plain-language trust.",Unexplained system vocabulary conflicts with the nontechnical reflective contract.,Medium,Yes,Replaced public section labels and result domains with plain-language topics and added an automated loaded-language guard.,web/data/quiz.json; web/tests/quiz-core.test.mjs,7f06937bcbdb9d91c2c243920f8d68a06784f064,Repeat the persona walkthrough and all affected existing feature stories after any tracker-backed fix.,PASS — all 12 topics and result domains are understandable without technical or esoteric system knowledge.,Verified,No,Evidence: qa_evidence/persona-audit/content-inventory.txt; qa_evidence/persona-audit/persona-retest-after.txt,Audit the MIRROR//LOOP website from several different user personas and improve it.
